
"Browser Version","Market Share % W08 2012"
"Chrome 17.0",26.2
"IE 8.0",17.65
"Firefox 10.0",13.82
"IE 9.0",12.63
"Firefox 3.6",3.4
"Safari 5.1",3.4
"IE 7.0",3.18
"Firefox 9.0",2.82
"Safari iPad",1.91
"Opera 11.6",1.51
"IE 6.0",1.45
"Chrome 16.0",1.42
"Safari 5.0",1.26
"Firefox 8.0",1.25
"Firefox 4.0",0.61
"Firefox 7.0",0.52
"Firefox 6.0",0.5
"Firefox 3.5",0.48
"Firefox 5.0",0.47
"Firefox 3.0",0.42
"Firefox 11.0",0.4
"Chrome 14.0",0.35
"Chrome 15.0",0.34
"Chrome 18.0",0.33
"Chrome 12.0",0.27
"Chrome 13.0",0.25
"Chrome 11.0",0.21
"Chrome 10.0",0.19
"Safari 4.0",0.16
"Opera 11.5",0.16
"Chrome 19.0",0.14
"Safari 4.1",0.14
"Chrome 8.0",0.13
"Chrome 6.0",0.13
"Chrome 5.0",0.12
"Chrome 4.0",0.11
"Firefox 2.0",0.11
"Android 3.2",0.11
"Opera 9.6",0.1
"Chrome 9.0",0.1
"Chrome 7.0",0.08
"Android 3.1",0.06
"Opera 10.6",0.05
"Maxthon 1.0",0.05
"Chromium 16.0",0.05
"Chrome 3.0",0.05
"Opera 11.1",0.05
"Android 0",0.05
"Firefox 12.0",0.04
"Opera 11.0",0.03
"Chrome 2.0",0.03
"Opera 9.5",0.03
"Opera 10.0",0.03
"BlackBerry 0",0.03
"RockMelt 0.9",0.03
"Maxthon 3.0",0.03
"SeaMonkey 2.7",0.02
"Mozilla 1.9",0.02
"Maxthon 2.0",0.02
"Android 2.3",0.02
"TheWorld ",0.02
"Opera 12.0",0.02
"Android 4.0",0.02
"Chrome 18.6",0.02
"Opera 10.1",0.02
"webOS Browser 0",0.02
"Firefox 13.0",0.02
"Flock 2.6",0.02
"Opera 0",0.02
"Firefox 1.0",0.01
"AppleWebKit 0",0.01
"Opera 10.5",0.01
"Safari 3.0",0.01
"Safari 3.1",0.01
"Chrome 1.0",0.01
"Sony PS3 0",0.01
"Firefox 1.5",0.01
"Safari 3.2",0.01
"Iron 16.0",0.01
"IE 10.0",0.01
"Android 2.2",0.01
"Comodo Dragon 17.3",0.01
"Camino 2.1",0.01
"Safari 5.2",0.01
"360 0",0.01
"Chromium 15.0",0.01
"Chrome 0.2",0.01
"Comodo Dragon 17.4",0.01
"Chromium 14.0",0.01
"Opera 9.2",0.01
"AOL 7.0",0
"Chromium 17.0",0
"SeaMonkey 2.0",0
"Lunascape 6.6",0
"Android 3.0",0
"Windows Media Player 0",0
"Kindle 0",0
"Iron 15.0",0
"Flock 2.5",0
"Comodo Dragon 16.1",0
"SeaMonkey 2.6",0
"Comodo Dragon 15.0",0
"SeaMonkey 2.8",0
"Chromium 12.0",0
"Flock 2.0",0
"Iron 14.0",0
"Iron 13.0",0
"Chromium 18.0",0
"Firefox 3.1",0
"Chrome 0.3",0
"Kindle 3.0",0
"Safari 2.0",0
"SeaMonkey 2.4",0
"IE 5.5",0
"Flock 1.2",0
"Flock 3.5",0
"Iron 17.0",0
"Camino 2.0",0
"Comodo Dragon 16.2",0
"Iron 12.0",0
"Chrome for Andr",0
"RockMelt 0.16",0
"Safari 1.3",0
"SeaMonkey 2.5",0
"AOL 6.0",0
"Mozilla 1.8",0
"SeaMonkey 1.1",0
"Mozilla 1.7",0
"SeaMonkey 2.3",0
"Iron 10.0",0
"Chrome 0.4",0
"Lunascape 6.5",0
"K-Meleon 1.0",0
"Epiphany 2.30",0
"Iceweasel 2.0",0
"Opera 10.7",0
"Comodo Dragon 14.0",0
"Iron 11.0",0
"SeaMonkey 2.2",0
"Iron 8.0",0
"Chromium 10.0",0
"Iron 6.0",0
"Comodo Dragon 16.0",0
"Netscape 7.2",0
"Iron 7.0",0
"Chromium 11.0",0
"Iron 9.0",0
"Epiphany 2.22",0
"Comodo Dragon 10.0",0
"Comodo Dragon 17.1",0
"Comodo Dragon 13.4",0
"Camino 1.6",0
"Opera 9.1",0
"Konqueror 3.5",0
"Iron 5.0",0
"WebTV/MSNTV 2.6",0
"Midori 0.4",0
"Minefield 4.0",0
"Comodo Dragon 13.0",0
"K-Meleon 1.5",0
"Comodo Dragon 12.1",0
"Comodo Dragon 14.2",0
"Comodo Dragon 12.2",0
"Opera 9.0",0
"IE 5.01",0
"Flock 1.0",0
"Comodo Dragon 11.4",0
"Opera 8.0",0
"Chromium 8.0",0
"Comodo Dragon 14.1",0
"Safari 1.0",0
"Iron 4.0",0
"Comodo Dragon 8.0",0
"Opera 8.5",0
"Anonymouse 0",0
"Chromium 9.0",0
"Firefox 0",0
"Android 2.1",0
"Minefield 3.0",0
"SeaMonkey 2.1",0
"Chromium 13.0",0
"Netscape 7.0",0
"Minefield 3.7",0
"IE 5.0",0
"MS OPD 0",0
"FrontPage 0",0
"Comodo Dragon 9.0",0
"UC Browser 0",0
"Midori 0.2",0
"Epiphany 3.2",0
"Chromium 6.0",0
"Netscape 4.7",0
"Opera 7.5",0
"Safari 1.2",0
"Microsoft URL Control 0",0
"Iron 3.0",0
"Safari 0",0
"Comodo Dragon 13.2",0
"Comodo Dragon 6.0",0
"Opera 10.2",0
"Netscape 4.03",0
"Netscape 7.1",0
"Chromium 7.0",0
"Epiphany 3.0",0
"Comodo Dragon 4.1",0
"Netscape 8.0",0
"Windows Media Player 11.0",0
"Camino 1.0",0
"Thunderbird 3.0",0
"Netscape 6.2",0
"Mozilla 1.0",0
"IE 0",0
"Lunascape 6.4",0
"UC Browser 7.8",0
"Camino 1.5",0
"Webaroo 1.3",0
"SeaMonkey 1.0",0
"Opera 7.0",0
"Konqueror 3.1",0
"Galeon 1.0",0
"IE 4.01",0
"Netscape 8.1",0
"Safari 1.1",0
"Netscape 4.8",0
"Netscape 4.79",0
"SaferSurf 0",0
"Midori 0.3",0
"Flock 1.1",0
"Sleipnir 2.0",0
"Galeon 2.0",0
"Android 1.6",0
"NetFront 3.4",0
"Netscape 3.0",0
"Lunascape 6.3",0
"Webaroo 1.2",0
"Comodo Dragon 17.0",0
"SeaMonkey 2.10",0
"Flock 3.0",0
"Anonymous 0",0
"Squid 0",0
"Android 3.6",0
"NetSurf 0",0
"AOL 5.5",0
"Links 2.2",0
"Flock 0.9",0
"IE 5.2",0
"Epiphany 2.14",0
"Konqueror 4.2",0
"UC Browser 7.9",0
"Windows Media Player 9.0",0
"Android 0.5",0
"Chromium 5.0",0
"Lunascape 4.0",0
"IE 5.1",0
"Lunascape 6.1",0
"Mozilla 1.6",0
"Chrome 0.0",0
"Opera 8.1",0
"Iron 2.0",0
"Konqueror 3.2",0
"Lunascape 6.0",0
"Comodo Dragon 4.0",0
"Midori 0.1",0
"Iron 1.0",0
"Comodo Dragon 1.0",0
"Firefox 1.4",0
"Camino 0.8",0
"Lunascape 5.1",0
"Lunascape 1.0",0
"Mozilla 1.2",0
"Opera 7.2",0
"WebTV/MSNTV 1.0",0
"Chrome 3.1",0
"Minefield 3.6",0
"Mozilla 1.4",0
"RockMelt 0.8",0
"Amiga 0",0
"SeaMonkey 2.9",0
"Konqueror 3.4",0
"Opera 9.4",0
"Lunascape 5.0",0
"Konqueror 3.3",0
"Iron 0",0
"Epiphany 2.20",0
"Epiphany 2.18",0
"UC Browser 1.0",0
"Konqueror 4.1",0
"Netscape 4.5",0
"Netscape 4.0",0
"Proxomitron 0",0
"Opera 7.1",0
"Webaroo 2.0",0
"Opera 10.3",0
"Windows-Media-Player 10.0",0
"Camino 2.2",0
"Mozilla 1.3",0
"Mozilla 1.5",0
"UC Browser 8.2",0
"Dillo 0.8",0
"Avant Browser 0",0
"Apple-PubSub 0",0
"Lunascape 4.8",0
"Firefox 33.0",0
"Minefield 3.1",0
"ibisBrowser 0",0
"Netscape 4.61",0
"Dillo 2.0",0
"Chrome 8.1",0
"Iron 0.2",0
"Lunascape 1.4",0
"Flock 0.7",0
"Opera 9.3",0
"iCab 3.0",0
"Links 2.1",0
"Lunascape 6.2",0
"Firebird 0",0
"Android 3.9",0
"Lynx 2.8",0
"Chromium 19.0",0
"Konqueror 3.0",0
"Opera 6.0",0
"Lunascape 4.7",0
"Android 4.1",0
"Epiphany 1.8",0
"Netscape 4.6",0
"Android 1.5",0
"Microsoft-WebDAV 0",0
"Lunascape 0",0
"w3m 0.5",0
"Lunascape 3.6",0
"Sundance 0.9",0
"Midori 0",0
"iTunes 0",0
"UC Browser 7.7",0
"Camino 4.0",0
"Microsoft Office Existence Discovery 0",0
"Epiphany 1.4",0
"Epiphany 1.6",0
"SmallProxy 0",0
"Lunascape 3.2",0
"Fake IE 0",0
"iCab 2.9",0
"Comodo Dragon 17.2",0
"Chrome 2.1",0
"Minefield 3.2",0
"Iron 0.3",0
"Chimera 0",0
"Epiphany 2.16",0
"Lunascape 2.0",0
"Lunascape 4.1",0
"Netscape 4.51",0
"Lunascape 1.05",0
"Netscape 6.1",0
"NetFront 3.3",0
"UC Browser 7.6",0
"Camino 0.7",0
"Lunascape 3.0",0
"Chrome 42.0",0
"Opera 7.6",0
"Lunascape 1.1",0
"Lunascape 3.1",0
"Flock 0.4",0
"Lunascape 1.04",0
"Lunascape 1.02",0
"Twitturly 0",0
"Mozilla 1.1",0
"Epiphany 3.3",0
"Lunascape 3.5",0
"WinAmp 0",0
"Iron 8.06",0
"Epiphany 1.2",0
"Camino 1.1",0
"BrowseX 0",0
"Camino 3.0",0
"Camino 0.9",0
"Epiphany 1.0",0
"Firefox 14.0",0
"Shiira 1.2",0
"Lunascape 4.3",0
"Firefox 23.0",0
"Lunascape 1.3",0
"Microsoft Excel 12.0",0
"Chrome 0.5",0
"UC Browser 7.5",0
"Lunascape 4.6",0
"Chrome 19.9",0
"Emacs/W3 0",0
"Camino 2.4",0
"Lunascape 4.9",0
"VLC 0",0
"Android 2.0",0
"Chrome 20.0",0
"Netbox 0",0
"Privoxy 0",0
"Epiphany 2.28",0
"Iron 0.4",0
"Windows Media Player 8.0",0
"Windows Media Player 7.0",0
"Lunascape 0.99",0
"w3m 0",0
"Firefox 17.0",0
"Chrome 99.0",0
"Lunascape 0.96",0
"Epiphany 0",0
"Firefox 15.0",0
"ELinks 0.11",0
"Flock 0.5",0
"Microsoft Visio 0",0
"Lunascape 4.2",0
"iCab 0",0
"NetPositive 2.2",0
"Android 1.0",0
"SeaMonkey 1.5",0
"Anonymizied 0",0
"HP Secure Web Browser 1.7",0
"Chrome 12.3",0
"Windows Media Player 10.0",0
"SeaMonkey 0",0
"IE 4.5",0
"Arora 0.4",0
"Chrome 23.0",0
"Amaya 9.5",0
"Firefox 0.0",0
"Epiphany 0.8",0
