
"Browser Version","Market Share % W41 2011"
"IE 8.0",23.75
"Chrome 14.0",22.35
"Firefox 7.0",13.04
"IE 9.0",9.49
"Firefox 3.6",6.46
"IE 7.0",4.34
"Firefox 6.0",3.15
"IE 6.0",2.57
"Safari 5.1",2.53
"Safari 5.0",1.85
"Opera 11.5",1.46
"Firefox 4.0",1.17
"Firefox 5.0",1.15
"Safari iPad",1.1
"Firefox 3.0",0.53
"Chrome 13.0",0.52
"Firefox 3.5",0.49
"Chrome 12.0",0.4
"Firefox 8.0",0.34
"Chrome 15.0",0.32
"Safari 4.0",0.23
"Chrome 11.0",0.23
"Chrome 10.0",0.22
"Safari 4.1",0.17
"Chrome 16.0",0.17
"Chrome 6.0",0.16
"Sony PS3 0",0.15
"Android 0",0.13
"Firefox 2.0",0.11
"Chrome 5.0",0.11
"Chrome 8.0",0.11
"Chrome 9.0",0.09
"Opera 11.1",0.09
"Chrome 4.0",0.08
"Chrome 7.0",0.08
"Maxthon 3.0",0.07
"Opera 11.0",0.06
"Opera 10.6",0.05
"Maxthon 2.0",0.04
"Chrome 3.0",0.04
"Chromium 12.0",0.03
"Opera 9.6",0.03
"RockMelt 0.9",0.03
"Firefox 9.0",0.03
"Mozilla 1.9",0.03
"Maxthon 1.0",0.03
"Chrome 2.0",0.03
"Opera 10.1",0.02
"Chromium 14.0",0.02
"Opera 12.0",0.02
"Opera 10.5",0.02
"Opera 10.0",0.02
"Safari 3.1",0.02
"Safari 3.0",0.02
"Opera 0",0.01
"SeaMonkey 2.4",0.01
"Safari 3.2",0.01
"AppleWebKit 0",0.01
"Firefox 1.5",0.01
"Camino 2.0",0.01
"Opera 9.5",0.01
"AOL 7.0",0.01
"Opera 9.2",0.01
"Flock 2.0",0.01
"Chrome 1.0",0.01
"Firefox 1.0",0.01
"IE 10.0",0.01
"SeaMonkey 2.0",0.01
"Windows Media Player 0",0.01
"webOS Browser 0",0.01
"BlackBerry 0",0.01
"Iron 13.0",0
"Iron 14.0",0
"Chrome 0.2",0
"Lunascape 6.5",0
"Safari 1.3",0
"360 0",0
"Flock 3.5",0
"Chromium 13.0",0
"Iron 12.0",0
"Comodo Dragon 14.1",0
"Firefox 3.1",0
"AOL 6.0",0
"Chromium 15.0",0
"Iron 10.0",0
"Mozilla 1.8",0
"IE 5.5",0
"Chrome 0.3",0
"Safari 2.0",0
"SeaMonkey 1.1",0
"Mozilla 1.7",0
"Iron 11.0",0
"SeaMonkey 2.3",0
"K-Meleon 1.0",0
"Chrome 0.4",0
"Comodo Dragon 14.0",0
"Chromium 11.0",0
"Iron 8.0",0
"Iceweasel 2.0",0
"Opera 10.7",0
"Comodo Dragon 12.2",0
"Iron 9.0",0
"Safari 0",0
"Comodo Dragon 14.2",0
"Netscape 7.2",0
"Chromium 10.0",0
"Iron 6.0",0
"Comodo Dragon 13.4",0
"Iron 7.0",0
"Konqueror 3.5",0
"Comodo Dragon 10.0",0
"Opera 9.1",0
"Comodo Dragon 12.1",0
"WebTV/MSNTV 2.6",0
"Iron 5.0",0
"SeaMonkey 2.2",0
"Chromium 8.0",0
"Minefield 4.0",0
"Opera 9.0",0
"Comodo Dragon 11.4",0
"K-Meleon 1.5",0
