
"Browser Version","Market Share % W07 2012"
"Firefox 0",0
"Safari 1.0",0
"Anonymouse 0",0
"Iron 4.0",0
"Minefield 3.0",0
"FrontPage 0",0
"Epiphany 3.2",0
"SeaMonkey 2.1",0
"IE 5.0",0
"Chromium 9.0",0
"MS OPD 0",0
"Chromium 13.0",0
"Netscape 7.0",0
"IE 0",0
"Minefield 3.7",0
"Chromium 6.0",0
"Midori 0.2",0
"UC Browser 0",0
"Iron 3.0",0
"Comodo Dragon 13.2",0
"Netscape 4.7",0
"Comodo Dragon 6.0",0
"Lunascape 6.3",0
"Safari 1.2",0
"Comodo Dragon 9.0",0
"Chromium 7.0",0
"Netscape 7.1",0
"Netscape 4.03",0
"Opera 10.2",0
"Safari 0",0
"Netscape 8.0",0
"Epiphany 3.0",0
"Windows Media Player 11.0",0
"Opera 7.5",0
"Camino 1.0",0
"SeaMonkey 1.0",0
"Thunderbird 3.0",0
"Microsoft URL Control 0",0
"Netscape 8.1",0
"Mozilla 1.0",0
"Netscape 6.2",0
"Camino 1.5",0
"Comodo Dragon 4.1",0
"Webaroo 1.3",0
"UC Browser 7.8",0
"Lunascape 6.4",0
"Opera 7.0",0
"Galeon 1.0",0
"Konqueror 3.1",0
"RockMelt 0.16",0
"Flock 1.1",0
"Midori 0.3",0
"Links 2.2",0
"Galeon 2.0",0
"Android 1.6",0
"SaferSurf 0",0
"IE 5.1",0
"Sleipnir 2.0",0
"Netscape 4.79",0
"Webaroo 1.2",0
"Flock 3.0",0
"Comodo Dragon 17.0",0
"Safari 1.1",0
"Netscape 4.8",0
"Android 3.6",0
"Squid 0",0
"Konqueror 3.2",0
"AOL 5.5",0
"Iron 2.0",0
"Epiphany 2.14",0
"NetSurf 0",0
"IE 5.2",0
"Konqueror 4.2",0
"Flock 0.9",0
"Chrome 0.0",0
"Chromium 5.0",0
"NetFront 3.4",0
"UC Browser 7.9",0
"Windows Media Player 9.0",0
"Lunascape 6.1",0
"Comodo Dragon 1.0",0
"Comodo Dragon 4.0",0
"SeaMonkey 2.10",0
"Amiga 0",0
"Mozilla 1.6",0
"Firefox 1.4",0
"Iron 1.0",0
"Lunascape 1.0",0
"Lunascape 5.1",0
"Lunascape 4.0",0
"Android 0.5",0
"Midori 0.1",0
"Mozilla 1.2",0
"Opera 7.2",0
"Opera 8.1",0
"WebTV/MSNTV 1.0",0
"Camino 0.8",0
"Konqueror 3.3",0
"Mozilla 1.4",0
"Konqueror 4.1",0
"Minefield 3.6",0
"Lunascape 6.0",0
"Iron 0",0
"Lunascape 5.0",0
"Firebird 0",0
"Chrome 3.1",0
"SeaMonkey 2.9",0
"Minefield 3.1",0
"Camino 2.2",0
"Netscape 4.61",0
"Opera 9.3",0
"Webaroo 2.0",0
"Konqueror 3.4",0
"Epiphany 2.20",0
"Opera 10.3",0
"UC Browser 1.0",0
"Proxomitron 0",0
"Opera 9.4",0
"Comodo Dragon 17.2",0
"Netscape 4.5",0
"Epiphany 2.18",0
"RockMelt 0.8",0
"Anonymous 0",0
"Mozilla 1.3",0
"Links 2.1",0
"Dillo 0.8",0
"Chrome 8.1",0
"Windows-Media-Player 10.0",0
"Netscape 4.0",0
"Lynx 2.8",0
"Mozilla 1.5",0
"Opera 6.0",0
"Flock 0.7",0
"Lunascape 4.8",0
"Konqueror 3.0",0
"Opera 7.1",0
"iCab 3.0",0
"Epiphany 1.4",0
"Lunascape 4.7",0
"Iron 0.2",0
"ibisBrowser 0",0
"Avant Browser 0",0
"Lunascape 6.2",0
"Chrome 2.1",0
"Dillo 2.0",0
"Apple-PubSub 0",0
"Lunascape 1.1",0
"Android 3.9",0
"Lunascape 3.0",0
"UC Browser 8.2",0
"Lunascape 1.05",0
"Twitturly 0",0
"Camino 0.7",0
"w3m 0.5",0
"Epiphany 2.16",0
"Android 1.5",0
"Netscape 4.6",0
"Lunascape 2.0",0
"Microsoft-WebDAV 0",0
"Microsoft Office Existence Discovery 0",0
"Netscape 4.51",0
"Minefield 3.2",0
"Epiphany 1.8",0
"UC Browser 7.7",0
"Netscape 3.0",0
"iCab 2.9",0
"Opera 7.6",0
"Lunascape 1.4",0
"Lunascape 0",0
"Midori 0",0
"Lunascape 3.6",0
"Camino 3.0",0
"ELinks 0.11",0
"Camino 4.0",0
"NetFront 3.3",0
"Camino 1.1",0
"Android 4.1",0
"Chromium 19.0",0
"Sundance 0.9",0
"Shiira 1.2",0
"RealPlayer 0",0
"Netscape 6.1",0
"Epiphany 3.3",0
"Fake IE 0",0
"Chrome 42.0",0
"Lunascape 3.5",0
"Lunascape 4.6",0
"Lunascape 4.9",0
"Epiphany 2.28",0
"Iron 0.4",0
"Chimera 0",0
"Lunascape 3.2",0
"Epiphany 1.2",0
"Privoxy 0",0
"Epiphany 1.6",0
"Lunascape 1.3",0
"Firefox 14.0",0
"Lunascape 4.1",0
"Camino 2.4",0
"Camino 0.9",0
"Mozilla 1.1",0
"SmallProxy 0",0
"Emacs/W3 0",0
"Iron 0.3",0
"Lunascape 3.1",0
"Netscape 6.0",0
"Microsoft Visio 0",0
"Lunascape 2.1",0
"Flock 4.0",0
"Android 3.3",0
"Epiphany 1.0",0
"Chrome 20.0",0
"Safari 7.0",0
"SeaMonkey 1.5",0
"ELinks 0.9",0
"Links 0.9",0
"Android 2.0",0
"Windows Media Player 8.0",0
"Chrome 19.9",0
"Lunascape 4.3",0
"Lunascape 1.2",0
"Firefox 15.0",0
"Firefox 90.0",0
"ELinks 0.12",0
"Iron 8.06",0
"Epiphany 0.9",0
"Iceweasel 0",0
"VLC 0",0
"SeaMonkey 0",0
"Chrome 99.0",0
"ELinks 0.10",0
"Amaya 9.5",0
"Flock 0.4",0
"QuickTime 7.0",0
"IE 4.5",0
"Anonymizied 0",0
"NetPositive 2.2",0
"w3m 0",0
"Epiphany 0",0
"Flock 0.5",0
"Lunascape 1.04",0
"BrowseX 0",0
"Windows Media Player 7.0",0
"UC Browser 7.6",0
"HP Secure Web Browser 1.7",0
"iCab 0",0
"Epiphany 0.8",0
"Windows Media Player 10.0",0
"Netbox 0",0
"UC Browser 7.4",0
"HP Secure Web Browser 1.8",0
"Microsoft Excel 12.0",0
"Chromium 19.6",0
"Links 0",0
"NetFront 0",0
"UC Browser 8.1",0
"Android 02.00",0
"Chrome 5.1",0
"Lunascape 0.99",0
"Epiphany 1.9",0
"Firefox 21.0",0
"Shiira 1.1",0
"MFHttpScan 0",0
"Firefox 17.0",0
"IE 4.0",0
"Epiphany 2.29",0
"Android 1.0",0
"Opera 5.0",0
"Sundance 0",0
"Firefox 0.0",0
"w3m 0.4",0
"Chrome 0.5",0
"Epiphany 2.91",0
"Dillo 0.6",0
"Android 1.1",0
"Flock 0.8",0
"BITS 0",0
"vobsub 0",0
"Netscape 4.71",0
"RMA 0",0
"WinAmp 0",0
"Iron 17.0",0
"Android 2.5",0
"Opera 12.1",0
"Ace Explorer 0",0
"w3m 0.3",0
"Lunascape 4.2",0
"IBrowse 2.2",0
"iTunes 0",0
"iCab 2.7",0
"MS IPP DAV 0",0
"Opera 12.5",0
"Lunascape 0.0",0
"Microsoft 0",0
"w3m 0.1",0
"Chrome 10.9",0
"Flock 7.0",0
"Shiira 0.9",0
"iCab 2.8",0
"Midori 0.0",0
"Opera 5.1",0
"Lynx 0",0
"MS IPPPD 0",0
"RockMelt 0.44",0
"GreenBrowser 0",0
"SlimBrowser 0",0
"Links 1.0",0
"Epiphany 1.7",0
"Chrome 77.8",0
