
"Browser Version","Market Share % W48 2011"
"Chrome 15.0",23.72
"IE 8.0",23.14
"Firefox 8.0",14.23
"IE 9.0",10.44
"Firefox 3.6",5.11
"IE 7.0",4.32
"Safari 5.1",2.89
"IE 6.0",1.93
"Firefox 7.0",1.85
"Opera 11.5",1.55
"Safari 5.0",1.52
"Safari iPad",1.33
"Firefox 6.0",1.01
"Firefox 4.0",0.85
"Firefox 5.0",0.74
"Chrome 14.0",0.47
"Firefox 3.5",0.46
"Firefox 3.0",0.46
"Firefox 9.0",0.36
"Chrome 16.0",0.34
"Chrome 12.0",0.29
"Chrome 13.0",0.26
"Safari 4.0",0.2
"Chrome 11.0",0.19
"Chrome 10.0",0.18
"Chrome 17.0",0.17
"Safari 4.1",0.16
"Sony PS3 0",0.14
"Chrome 6.0",0.14
"Firefox 2.0",0.11
"Chrome 5.0",0.1
"Chrome 8.0",0.09
"Chrome 9.0",0.08
"Chrome 4.0",0.08
"Chrome 7.0",0.07
"Android 0",0.07
"Opera 11.1",0.06
"Maxthon 3.0",0.06
"Opera 11.0",0.05
"Android 3.1",0.04
"Chromium 14.0",0.04
"Opera 10.6",0.04
"Chrome 3.0",0.03
"RockMelt 0.9",0.03
"Android 3.2",0.03
"Opera 9.6",0.03
"Maxthon 2.0",0.03
"Chrome 2.0",0.02
"TheWorld ",0.02
"Maxthon 1.0",0.02
"Mozilla 1.9",0.02
"Opera 10.1",0.02
"Opera 10.0",0.02
"Opera 12.0",0.02
"Opera 10.5",0.02
"Opera 0",0.02
"Safari 3.1",0.02
"Opera 11.6",0.01
"Safari 3.0",0.01
"webOS Browser 0",0.01
"Chromium 15.0",0.01
"SeaMonkey 2.5",0.01
"AppleWebKit 0",0.01
"Android 2.3",0.01
"Safari 3.2",0.01
"Safari 0",0.01
"Firefox 1.5",0.01
"BlackBerry 0",0.01
"Comodo Dragon 15.0",0.01
"Firefox 1.0",0.01
"Opera 9.2",0.01
"Opera 9.5",0.01
"Chrome 1.0",0.01
"AOL 7.0",0.01
"IE 10.0",0.01
"Flock 2.0",0.01
"Windows Media Player 0",0.01
"Camino 2.0",0.01
"Android 2.2",0.01
"Iron 15.0",0.01
"Chromium 12.0",0
"SeaMonkey 2.0",0
"SeaMonkey 2.4",0
"Comodo Dragon 14.2",0
"Chrome 0.2",0
"Lunascape 6.5",0
"Iron 14.0",0
"Camino 2.1",0
"Iron 13.0",0
"360 0",0
"Iron 6.0",0
"Flock 3.5",0
"Safari 1.3",0
"AOL 6.0",0
"IE 5.5",0
"Mozilla 1.8",0
"Safari 2.0",0
"Android 3.0",0
"Firefox 3.1",0
"Iron 12.0",0
"Chrome 0.3",0
"Chromium 17.0",0
"SeaMonkey 1.1",0
"Mozilla 1.7",0
"Iron 10.0",0
"Fake IE 0",0
"Iron 11.0",0
"K-Meleon 1.0",0
"Opera 10.7",0
"Kindle 3.0",0
"Konqueror 3.5",0
"Iceweasel 2.0",0
"Iron 8.0",0
"Netscape 7.2",0
"Chrome 0.4",0
"Epiphany 2.30",0
"Iron 7.0",0
"Chromium 11.0",0
"Iron 9.0",0
"Comodo Dragon 10.0",0
"Kindle 0",0
"Epiphany 2.22",0
"Chromium 10.0",0
"Iron 5.0",0
"WebTV/MSNTV 2.6",0
"Opera 9.1",0
"Comodo Dragon 14.0",0
"Comodo Dragon 12.2",0
"SeaMonkey 2.2",0
"Comodo Dragon 13.4",0
"K-Meleon 1.5",0
"SeaMonkey 2.3",0
"Opera 9.0",0
"Camino 1.6",0
"IE 5.01",0
"Chromium 8.0",0
"Comodo Dragon 12.1",0
"Comodo Dragon 14.1",0
"Minefield 4.0",0
"Android 2.1",0
"Chromium 13.0",0
"Comodo Dragon 8.0",0
"Comodo Dragon 13.0",0
"SeaMonkey 2.6",0
